"","month","race","severity","category","n"
"511",2016-04-01,"Hispanic","misdemeanor","drug offenses",10
"512",2016-04-01,"Hispanic","misdemeanor","dui",6
"513",2016-04-01,"Hispanic","misdemeanor","liquor laws",2
"514",2016-04-01,"Hispanic","misdemeanor","public justice",2
"515",2016-04-01,"Hispanic","misdemeanor","theft",1
"516",2016-04-01,"Hispanic",NA,"assault and battery",1
"517",2016-04-01,"Hispanic",NA,"drivers' licenses",1
"518",2016-04-01,"Hispanic",NA,NA,1
"519",2016-04-01,"Other","misdemeanor","disturbing the peace",1
"520",2016-04-01,"Other","misdemeanor","drug offenses",16
"521",2016-04-01,"Other","misdemeanor","dui",4
"522",2016-04-01,"Other Asian","misdemeanor","drug offenses",4
"523",2016-04-01,"Other Asian","misdemeanor","dui",2
"524",2016-04-01,"White","felony","accessory or conspiracy",2
"525",2016-04-01,"White","felony","assault and battery",8
"526",2016-04-01,"White","felony","drug offenses",18
"527",2016-04-01,"White","felony","false imprisonment",4
"528",2016-04-01,"White","felony","robbery",4
"529",2016-04-01,"White","felony","sex offenses",1
"530",2016-04-01,"White","felony","theft",6
"531",2016-04-01,"White","felony","vandalism",2
"532",2016-04-01,"White","felony","weapons",7
"533",2016-04-01,"White","misdemeanor","accessory or conspiracy",4
"534",2016-04-01,"White","misdemeanor","assault and battery",20
"535",2016-04-01,"White","misdemeanor","burglary",1
"536",2016-04-01,"White","misdemeanor","disturbing the peace",1
"537",2016-04-01,"White","misdemeanor","drug offenses",70
"538",2016-04-01,"White","misdemeanor","dui",8
"539",2016-04-01,"White","misdemeanor","false imprisonment",2
"540",2016-04-01,"White","misdemeanor","liquor laws",1
"541",2016-04-01,"White","misdemeanor","theft",8
"542",2016-04-01,"White","misdemeanor","vandalism",3
"543",2016-04-01,"White","misdemeanor","weapons",8
"544",2016-04-01,"White",NA,"assault and battery",2
"545",2016-04-01,"White",NA,"drivers' licenses",2
"546",2016-04-01,"White",NA,"probation violations",3
"547",2016-04-01,"White",NA,"sex offenses",1
"548",2016-05-01,"Asian Indian","misdemeanor","dui",2
"549",2016-05-01,"Black","felony","drug offenses",2
"550",2016-05-01,"Black","misdemeanor","assault and battery",2
"551",2016-05-01,"Black","misdemeanor","drug offenses",6
"552",2016-05-01,"Black","misdemeanor","dui",2
"553",2016-05-01,"Black","misdemeanor","public justice",1
"554",2016-05-01,"Black",NA,"drivers' licenses",1
"555",2016-05-01,"Black",NA,NA,1
"556",2016-05-01,"Hispanic","felony","assault and battery",3
"557",2016-05-01,"Hispanic","felony","drug offenses",1
"558",2016-05-01,"Hispanic","felony","theft",2
"559",2016-05-01,"Hispanic","misdemeanor","assault and battery",4
"560",2016-05-01,"Hispanic","misdemeanor","disturbing the peace",2
"561",2016-05-01,"Hispanic","misdemeanor","drug offenses",8
"562",2016-05-01,"Hispanic","misdemeanor","dui",8
"563",2016-05-01,"Hispanic","misdemeanor","theft",1
"564",2016-05-01,"Hispanic","misdemeanor","vandalism",1
"565",2016-05-01,"Hispanic",NA,"assault and battery",2
"566",2016-05-01,"Hispanic",NA,"drivers' licenses",1
"567",2016-05-01,"Hispanic",NA,"probation violations",1
"568",2016-05-01,"Hispanic",NA,"weapons",1
"569",2016-05-01,"Hispanic",NA,NA,1
"570",2016-05-01,"Other","felony","drug offenses",5
"571",2016-05-01,"Other","misdemeanor","assault and battery",2
"572",2016-05-01,"Other","misdemeanor","drug offenses",7
"573",2016-05-01,"Other","misdemeanor","dui",3
"574",2016-05-01,"Other","misdemeanor","hit-and-run",1
"575",2016-05-01,"Other","misdemeanor","liquor laws",1
"576",2016-05-01,"Other","misdemeanor","restraining order violation",2
"577",2016-05-01,"Other Asian","misdemeanor","assault and battery",2
"578",2016-05-01,"Other Asian","misdemeanor","dui",6
"579",2016-05-01,"Other Asian",NA,"dui",1
"580",2016-05-01,"White","felony","accessory or conspiracy",2
"581",2016-05-01,"White","felony","assault and battery",7
"582",2016-05-01,"White","felony","burglary",3
"583",2016-05-01,"White","felony","drug offenses",7
"584",2016-05-01,"White","felony","false imprisonment",4
"585",2016-05-01,"White","felony","robbery",8
"586",2016-05-01,"White","felony","theft",8
"587",2016-05-01,"White","felony","weapons",4
"588",2016-05-01,"White","misdemeanor","accessory or conspiracy",4
"589",2016-05-01,"White","misdemeanor","assault and battery",17
"590",2016-05-01,"White","misdemeanor","burglary",4
"591",2016-05-01,"White","misdemeanor","contempt of court",1
"592",2016-05-01,"White","misdemeanor","drug offenses",50
"593",2016-05-01,"White","misdemeanor","dui",17
"594",2016-05-01,"White","misdemeanor","false imprisonment",2
"595",2016-05-01,"White","misdemeanor","public justice",1
"596",2016-05-01,"White","misdemeanor","theft",10
"597",2016-05-01,"White","misdemeanor","traffic violations",1
"598",2016-05-01,"White","misdemeanor","weapons",2
"599",2016-05-01,"White",NA,"assault and battery",3
"600",2016-05-01,"White",NA,NA,4
"601",2016-06-01,"Black","felony","accessory or conspiracy",1
"602",2016-06-01,"Black","felony","assault and battery",1
"603",2016-06-01,"Black","felony","burglary",1
"604",2016-06-01,"Black","felony","theft",2
"605",2016-06-01,"Black","felony","weapons",2
"606",2016-06-01,"Black","misdemeanor","accessory or conspiracy",2
"607",2016-06-01,"Black","misdemeanor","assault and battery",4
"608",2016-06-01,"Black","misdemeanor","burglary",2
"609",2016-06-01,"Black","misdemeanor","drug offenses",25
"610",2016-06-01,"Black","misdemeanor","theft",4
"611",2016-06-01,"Black","misdemeanor","weapons",2
"612",2016-06-01,"Hispanic","felony","accessory or conspiracy",1
"613",2016-06-01,"Hispanic","felony","assault and battery",1
"614",2016-06-01,"Hispanic","felony","drug offenses",2
"615",2016-06-01,"Hispanic","felony","theft",1
"616",2016-06-01,"Hispanic","misdemeanor","accessory or conspiracy",2
"617",2016-06-01,"Hispanic","misdemeanor","assault and battery",3
"618",2016-06-01,"Hispanic","misdemeanor","drug offenses",11
"619",2016-06-01,"Hispanic","misdemeanor","dui",8
"620",2016-06-01,"Hispanic","misdemeanor","hit-and-run",1
"621",2016-06-01,"Hispanic","misdemeanor","public justice",1
"622",2016-06-01,"Hispanic","misdemeanor","theft",1
"623",2016-06-01,"Hispanic","misdemeanor","vandalism",1
"624",2016-06-01,"Hispanic",NA,"theft",1
"625",2016-06-01,"Other","felony","drug offenses",1
"626",2016-06-01,"Other","felony","theft",2
"627",2016-06-01,"Other","misdemeanor","drug offenses",7
"628",2016-06-01,"Other","misdemeanor","dui",1
"629",2016-06-01,"Other","misdemeanor","theft",6
"630",2016-06-01,"Other Asian","misdemeanor","dui",4
"631",2016-06-01,"White","felony","accessory or conspiracy",1
"632",2016-06-01,"White","felony","assault and battery",10
"633",2016-06-01,"White","felony","burglary",12
"634",2016-06-01,"White","felony","drug offenses",6
"635",2016-06-01,"White","felony","theft",9
"636",2016-06-01,"White","felony","weapons",2
"637",2016-06-01,"White","misdemeanor","accessory or conspiracy",2
"638",2016-06-01,"White","misdemeanor","assault and battery",33
"639",2016-06-01,"White","misdemeanor","burglary",17
"640",2016-06-01,"White","misdemeanor","disturbing the peace",1
"641",2016-06-01,"White","misdemeanor","drug offenses",34
"642",2016-06-01,"White","misdemeanor","dui",2
"643",2016-06-01,"White","misdemeanor","public justice",1
"644",2016-06-01,"White","misdemeanor","theft",16
"645",2016-06-01,"White","misdemeanor","trespassing",1
"646",2016-06-01,"White","misdemeanor","vandalism",2
"647",2016-06-01,"White","misdemeanor","weapons",2
"648",2016-06-01,"White",NA,"assault and battery",3
"649",2016-06-01,"White",NA,"probation violations",3
"650",2016-06-01,"White",NA,"vandalism",1
"651",2016-06-01,"White",NA,NA,3
"652",2016-07-01,"Black","felony","assault and battery",3
"653",2016-07-01,"Black","felony","drug offenses",4
"654",2016-07-01,"Black","felony","vandalism",2
"655",2016-07-01,"Black","misdemeanor","assault and battery",4
"656",2016-07-01,"Black","misdemeanor","disturbing the peace",1
"657",2016-07-01,"Black","misdemeanor","drug offenses",7
"658",2016-07-01,"Black","misdemeanor","dui",1
"659",2016-07-01,"Black","misdemeanor","prostitution",1
"660",2016-07-01,"Black","misdemeanor","vandalism",1
"661",2016-07-01,"Black",NA,"assault and battery",1
"662",2016-07-01,"Hispanic","felony","assault and battery",4
"663",2016-07-01,"Hispanic","felony","drug offenses",4
"664",2016-07-01,"Hispanic","felony","false documents",2
"665",2016-07-01,"Hispanic","felony","theft",2
"666",2016-07-01,"Hispanic","felony","weapons",3
"667",2016-07-01,"Hispanic","misdemeanor","assault and battery",6
"668",2016-07-01,"Hispanic","misdemeanor","drug offenses",13
"669",2016-07-01,"Hispanic","misdemeanor","false documents",2
"670",2016-07-01,"Hispanic","misdemeanor","theft",4
"671",2016-07-01,"Hispanic","misdemeanor","weapons",4
"672",2016-07-01,"Hispanic",NA,"assault and battery",2
"673",2016-07-01,"Other","felony","false imprisonment",4
"674",2016-07-01,"Other","misdemeanor","false imprisonment",2
"675",2016-07-01,"Unknown","misdemeanor","drug offenses",4
"676",2016-07-01,"Unknown",NA,NA,1
"677",2016-07-01,"White","felony","assault and battery",1
"678",2016-07-01,"White","felony","drug offenses",21
"679",2016-07-01,"White","felony","false documents",2
"680",2016-07-01,"White","felony","forcible rape",1
"681",2016-07-01,"White","felony","theft",3
"682",2016-07-01,"White","felony","weapons",4
"683",2016-07-01,"White","misdemeanor","assault and battery",6
"684",2016-07-01,"White","misdemeanor","contempt of court",2
"685",2016-07-01,"White","misdemeanor","disturbing the peace",2
"686",2016-07-01,"White","misdemeanor","drug offenses",47
"687",2016-07-01,"White","misdemeanor","dui",5
"688",2016-07-01,"White","misdemeanor","explosives",2
"689",2016-07-01,"White","misdemeanor","false documents",2
"690",2016-07-01,"White","misdemeanor","lewd conduct",1
"691",2016-07-01,"White","misdemeanor","prostitution",2
"692",2016-07-01,"White","misdemeanor","public justice",1
"693",2016-07-01,"White","misdemeanor","theft",3
"694",2016-07-01,"White","misdemeanor","trespassing",1
"695",2016-07-01,"White","misdemeanor","vandalism",1
"696",2016-07-01,"White","misdemeanor","weapons",4
"697",2016-07-01,"White",NA,"probation violations",1
"698",2016-07-01,"White",NA,"theft",1
"699",2016-07-01,"White",NA,NA,3
"700",2016-08-01,"Asian Indian","felony","theft",1
"701",2016-08-01,"Asian Indian","misdemeanor","theft",2
"702",2016-08-01,"Asian Indian",NA,"theft",3
"703",2016-08-01,"Black","felony","assault and battery",4
"704",2016-08-01,"Black","felony","burglary",3
"705",2016-08-01,"Black","felony","false imprisonment",8
"706",2016-08-01,"Black","felony","theft",1
"707",2016-08-01,"Black","misdemeanor","assault and battery",8
"708",2016-08-01,"Black","misdemeanor","burglary",4
"709",2016-08-01,"Black","misdemeanor","dui",4
"710",2016-08-01,"Black","misdemeanor","false imprisonment",4
"711",2016-08-01,"Black","misdemeanor","theft",3
"712",2016-08-01,"Hispanic","felony","accessory or conspiracy",3
"713",2016-08-01,"Hispanic","felony","drug offenses",2
"714",2016-08-01,"Hispanic","felony","false imprisonment",4
"715",2016-08-01,"Hispanic","felony","robbery",4
"716",2016-08-01,"Hispanic","felony","theft",5
"717",2016-08-01,"Hispanic","felony","weapons",2
"718",2016-08-01,"Hispanic","misdemeanor","accessory or conspiracy",6
"719",2016-08-01,"Hispanic","misdemeanor","assault and battery",4
"720",2016-08-01,"Hispanic","misdemeanor","drug offenses",7
"721",2016-08-01,"Hispanic","misdemeanor","dui",7
"722",2016-08-01,"Hispanic","misdemeanor","false imprisonment",2
"723",2016-08-01,"Hispanic","misdemeanor","theft",11
"724",2016-08-01,"Hispanic","misdemeanor","weapons",2
"725",2016-08-01,"Hispanic",NA,"probation violations",1
"726",2016-08-01,"Hispanic",NA,NA,2
"727",2016-08-01,"Other Asian","felony","sex offenses",1
"728",2016-08-01,"Other Asian","misdemeanor","assault and battery",2
"729",2016-08-01,"Other Asian","misdemeanor","sex offenses",2
"730",2016-08-01,"White","felony","accessory or conspiracy",1
"731",2016-08-01,"White","felony","burglary",3
"732",2016-08-01,"White","felony","drug offenses",21
"733",2016-08-01,"White","felony","theft",4
"734",2016-08-01,"White","felony","weapons",2
"735",2016-08-01,"White","misdemeanor","accessory or conspiracy",2
"736",2016-08-01,"White","misdemeanor","assault and battery",6
"737",2016-08-01,"White","misdemeanor","burglary",4
"738",2016-08-01,"White","misdemeanor","drug offenses",52
"739",2016-08-01,"White","misdemeanor","dui",11
"740",2016-08-01,"White","misdemeanor","theft",11
"741",2016-08-01,"White","misdemeanor","trespassing",1
"742",2016-08-01,"White","misdemeanor","weapons",2
"743",2016-08-01,"White",NA,"drug offenses",3
"744",2016-08-01,"White",NA,"probation violations",1
"745",2016-08-01,"White",NA,NA,2
"746",2016-09-01,"Black","felony","accessory or conspiracy",2
"747",2016-09-01,"Black","felony","burglary",6
"748",2016-09-01,"Black","felony","drug offenses",1
"749",2016-09-01,"Black","felony","false imprisonment",5
"750",2016-09-01,"Black","felony","weapons",5
"751",2016-09-01,"Black","misdemeanor","accessory or conspiracy",4
"752",2016-09-01,"Black","misdemeanor","assault and battery",4
"753",2016-09-01,"Black","misdemeanor","burglary",8
"754",2016-09-01,"Black","misdemeanor","disturbing the peace",1
"755",2016-09-01,"Black","misdemeanor","drug offenses",11
"756",2016-09-01,"Black","misdemeanor","false imprisonment",2
"757",2016-09-01,"Black","misdemeanor","public justice",1
"758",2016-09-01,"Black","misdemeanor","theft",2
"759",2016-09-01,"Black","misdemeanor","weapons",4
"760",2016-09-01,"Black",NA,"assault and battery",1
"761",2016-09-01,"Black",NA,"theft",2
"762",2016-09-01,"Hispanic","felony","theft",3
"763",2016-09-01,"Hispanic","misdemeanor","drug offenses",1
"764",2016-09-01,"Hispanic","misdemeanor","dui",6
"765",2016-09-01,"Hispanic","misdemeanor","theft",3
"766",2016-09-01,"Hispanic",NA,"assault and battery",1
"767",2016-09-01,"Hispanic",NA,"drug offenses",1
"768",2016-09-01,"Hispanic",NA,NA,1
"769",2016-09-01,"Indian/Nativ","misdemeanor","dui",2
"770",2016-09-01,"Other","felony","assault and battery",1
"771",2016-09-01,"Other","misdemeanor","assault and battery",2
"772",2016-09-01,"Other","misdemeanor","drug offenses",4
"773",2016-09-01,"Other","misdemeanor","dui",2
"774",2016-09-01,"Other","misdemeanor","false documents",1
"775",2016-09-01,"Other Asian","misdemeanor","dui",2
"776",2016-09-01,"Vietnamese","misdemeanor","dui",2
"777",2016-09-01,"White","felony","assault and battery",3
"778",2016-09-01,"White","felony","drug offenses",13
"779",2016-09-01,"White","felony","theft",3
"780",2016-09-01,"White","felony","weapons",2
"781",2016-09-01,"White","misdemeanor","assault and battery",6
"782",2016-09-01,"White","misdemeanor","burglary",1
"783",2016-09-01,"White","misdemeanor","drug offenses",41
"784",2016-09-01,"White","misdemeanor","dui",2
"785",2016-09-01,"White","misdemeanor","theft",5
"786",2016-09-01,"White",NA,"assault and battery",3
"787",2016-09-01,"White",NA,"theft",1
"788",2016-09-01,"White",NA,NA,3
"789",2016-10-01,"Black","felony","assault and battery",1
"790",2016-10-01,"Black","felony","drug offenses",4
"791",2016-10-01,"Black","misdemeanor","assault and battery",3
"792",2016-10-01,"Black","misdemeanor","disturbing the peace",1
"793",2016-10-01,"Black","misdemeanor","drug offenses",15
"794",2016-10-01,"Black","misdemeanor","dui",2
"795",2016-10-01,"Black",NA,NA,1
"796",2016-10-01,"Chinese","felony","assault and battery",2
"797",2016-10-01,"Chinese","felony","false imprisonment",4
"798",2016-10-01,"Chinese","misdemeanor","assault and battery",4
"799",2016-10-01,"Chinese","misdemeanor","false imprisonment",2
"800",2016-10-01,"Hispanic","felony","assault and battery",1
"801",2016-10-01,"Hispanic","felony","drug offenses",4
"802",2016-10-01,"Hispanic","felony","weapons",2
"803",2016-10-01,"Hispanic","misdemeanor","assault and battery",4
"804",2016-10-01,"Hispanic","misdemeanor","drug offenses",13
"805",2016-10-01,"Hispanic","misdemeanor","dui",11
"806",2016-10-01,"Hispanic","misdemeanor","weapons",2
"807",2016-10-01,"Other","felony","assault and battery",3
"808",2016-10-01,"Other","felony","false documents",2
"809",2016-10-01,"Other","felony","theft",1
"810",2016-10-01,"Other","misdemeanor","assault and battery",4
"811",2016-10-01,"Other","misdemeanor","drug offenses",1
"812",2016-10-01,"Other","misdemeanor","false documents",2
"813",2016-10-01,"Other","misdemeanor","theft",2
"814",2016-10-01,"Other",NA,"assault and battery",1
"815",2016-10-01,"White","felony","assault and battery",3
"816",2016-10-01,"White","felony","burglary",3
"817",2016-10-01,"White","felony","drug offenses",7
"818",2016-10-01,"White","felony","theft",3
"819",2016-10-01,"White","felony","weapons",2
"820",2016-10-01,"White","misdemeanor","assault and battery",7
"821",2016-10-01,"White","misdemeanor","burglary",4
"822",2016-10-01,"White","misdemeanor","disturbing the peace",1
"823",2016-10-01,"White","misdemeanor","drug offenses",36
"824",2016-10-01,"White","misdemeanor","dui",8
"825",2016-10-01,"White","misdemeanor","theft",5
"826",2016-10-01,"White","misdemeanor","weapons",2
"827",2016-10-01,"White",NA,"assault and battery",3
"828",2016-10-01,"White",NA,NA,2
"829",2016-11-01,"Black","felony","accessory or conspiracy",3
"830",2016-11-01,"Black","felony","assault and battery",2
"831",2016-11-01,"Black","felony","burglary",9
"832",2016-11-01,"Black","felony","drug offenses",1
"833",2016-11-01,"Black","felony","kidnapping",1
"834",2016-11-01,"Black","felony","robbery",4
"835",2016-11-01,"Black","felony","theft",2
"836",2016-11-01,"Black","felony","vandalism",2
"837",2016-11-01,"Black","misdemeanor","accessory or conspiracy",6
"838",2016-11-01,"Black","misdemeanor","assault and battery",10
"839",2016-11-01,"Black","misdemeanor","burglary",13
"840",2016-11-01,"Black","misdemeanor","drug offenses",3
"841",2016-11-01,"Black","misdemeanor","dui",2
"842",2016-11-01,"Black","misdemeanor","theft",3
"843",2016-11-01,"Black","misdemeanor","vandalism",1
"844",2016-11-01,"Black",NA,"drivers' licenses",1
"845",2016-11-01,"Hispanic","felony","burglary",3
"846",2016-11-01,"Hispanic","felony","drug offenses",1
"847",2016-11-01,"Hispanic","misdemeanor","assault and battery",4
"848",2016-11-01,"Hispanic","misdemeanor","burglary",4
"849",2016-11-01,"Hispanic","misdemeanor","drug offenses",12
"850",2016-11-01,"Hispanic","misdemeanor","dui",5
"851",2016-11-01,"Hispanic","misdemeanor","theft",1
"852",2016-11-01,"Hispanic",NA,"drug offenses",1
"853",2016-11-01,"Hispanic",NA,"theft",1
"854",2016-11-01,"Indian/Nativ",NA,NA,1
"855",2016-11-01,"White","felony","assault and battery",4
"856",2016-11-01,"White","felony","drug offenses",8
"857",2016-11-01,"White","felony","theft",3
"858",2016-11-01,"White","felony","vandalism",2
"859",2016-11-01,"White","misdemeanor","assault and battery",14
"860",2016-11-01,"White","misdemeanor","disturbing the peace",1
"861",2016-11-01,"White","misdemeanor","drug offenses",49
"862",2016-11-01,"White","misdemeanor","dui",8
"863",2016-11-01,"White","misdemeanor","public justice",1
"864",2016-11-01,"White","misdemeanor","theft",3
"865",2016-11-01,"White","misdemeanor","vandalism",1
"866",2016-11-01,"White",NA,"assault and battery",1
"867",2016-11-01,"White",NA,NA,3
"868",2016-12-01,"Black","felony","drug offenses",5
"869",2016-12-01,"Black","felony","weapons",4
"870",2016-12-01,"Black","misdemeanor","assault and battery",2
"871",2016-12-01,"Black","misdemeanor","drug offenses",9
"872",2016-12-01,"Black","misdemeanor","dui",4
"873",2016-12-01,"Black","misdemeanor","theft",1
"874",2016-12-01,"Black","misdemeanor","weapons",4
"875",2016-12-01,"Black",NA,NA,1
"876",2016-12-01,"Chinese","misdemeanor","assault and battery",2
"877",2016-12-01,"Chinese","misdemeanor","restraining order violation",2
"878",2016-12-01,"Filipino","misdemeanor","drug offenses",1
"879",2016-12-01,"Filipino","misdemeanor","dui",1
"880",2016-12-01,"Hispanic","felony","accessory or conspiracy",2
"881",2016-12-01,"Hispanic","felony","assault and battery",1
"882",2016-12-01,"Hispanic","felony","burglary",3
"883",2016-12-01,"Hispanic","felony","drug offenses",3
"884",2016-12-01,"Hispanic","felony","false imprisonment",4
"885",2016-12-01,"Hispanic","misdemeanor","accessory or conspiracy",4
"886",2016-12-01,"Hispanic","misdemeanor","assault and battery",2
"887",2016-12-01,"Hispanic","misdemeanor","burglary",4
"888",2016-12-01,"Hispanic","misdemeanor","drug offenses",9
"889",2016-12-01,"Hispanic","misdemeanor","false imprisonment",2
"890",2016-12-01,"Hispanic","misdemeanor","public justice",1
"891",2016-12-01,"Hispanic","misdemeanor","weapons",1
"892",2016-12-01,"Hispanic",NA,"burglary",1
"893",2016-12-01,"Hispanic",NA,"drivers' licenses",1
"894",2016-12-01,"Hispanic",NA,"probation violations",1
"895",2016-12-01,"Hispanic",NA,"theft",1
"896",2016-12-01,"Hispanic",NA,NA,1
"897",2016-12-01,"Indian/Nativ","misdemeanor","drug offenses",4
"898",2016-12-01,"Other","felony","drug offenses",1
"899",2016-12-01,"Other","misdemeanor","assault and battery",2
"900",2016-12-01,"Other","misdemeanor","drug offenses",3
"901",2016-12-01,"Other","misdemeanor","dui",2
"902",2016-12-01,"Other",NA,"probation violations",1
"903",2016-12-01,"Other Asian","misdemeanor","dui",2
"904",2016-12-01,"White","felony","accessory or conspiracy",1
"905",2016-12-01,"White","felony","assault and battery",5
"906",2016-12-01,"White","felony","burglary",3
"907",2016-12-01,"White","felony","drug offenses",10
"908",2016-12-01,"White","felony","dui",3
"909",2016-12-01,"White","felony","false imprisonment",4
"910",2016-12-01,"White","felony","theft",5
"911",2016-12-01,"White","felony","weapons",4
"912",2016-12-01,"White","misdemeanor","accessory or conspiracy",2
"913",2016-12-01,"White","misdemeanor","assault and battery",15
"914",2016-12-01,"White","misdemeanor","burglary",4
"915",2016-12-01,"White","misdemeanor","drug offenses",34
"916",2016-12-01,"White","misdemeanor","dui",6
"917",2016-12-01,"White","misdemeanor","false imprisonment",2
"918",2016-12-01,"White","misdemeanor","theft",5
"919",2016-12-01,"White","misdemeanor","weapons",4
"920",2016-12-01,"White",NA,"assault and battery",1
"921",2016-12-01,"White",NA,"burglary",1
"922",2016-12-01,"White",NA,"dui",1
"923",2016-12-01,"White",NA,"false imprisonment",1
"924",2016-12-01,"White",NA,"kidnapping",1
"925",2016-12-01,"White",NA,"probation violations",4
"926",2016-12-01,"White",NA,"theft",1
"927",2016-12-01,"White",NA,NA,2
"928",2017-01-01,"Asian Indian","misdemeanor","drug offenses",4
"929",2017-01-01,"Black","felony","assault and battery",4
"930",2017-01-01,"Black","felony","drug offenses",2
"931",2017-01-01,"Black","felony","false imprisonment",4
"932",2017-01-01,"Black","felony","robbery",4
"933",2017-01-01,"Black","felony","theft",2
"934",2017-01-01,"Black","misdemeanor","assault and battery",14
"935",2017-01-01,"Black","misdemeanor","drug offenses",10
"936",2017-01-01,"Black","misdemeanor","false imprisonment",2
"937",2017-01-01,"Black","misdemeanor","theft",1
"938",2017-01-01,"Black","misdemeanor","trespassing",1
"939",2017-01-01,"Black",NA,"assault and battery",2
"940",2017-01-01,"Black",NA,"drivers' licenses",1
"941",2017-01-01,"Black",NA,"sentence enhancements",1
"942",2017-01-01,"Black",NA,"vehicular violations",1
"943",2017-01-01,"Black",NA,NA,2
"944",2017-01-01,"Chinese","misdemeanor","assault and battery",2
"945",2017-01-01,"Chinese","misdemeanor","dui",2
"946",2017-01-01,"Filipino","felony","drug offenses",1
"947",2017-01-01,"Filipino","misdemeanor","drug offenses",2
"948",2017-01-01,"Hispanic","felony","burglary",3
"949",2017-01-01,"Hispanic","felony","robbery",4
"950",2017-01-01,"Hispanic","misdemeanor","assault and battery",4
"951",2017-01-01,"Hispanic","misdemeanor","burglary",4
"952",2017-01-01,"Hispanic","misdemeanor","drug offenses",9
"953",2017-01-01,"Hispanic","misdemeanor","dui",2
"954",2017-01-01,"Hispanic",NA,"dui",1
"955",2017-01-01,"Hispanic",NA,NA,1
"956",2017-01-01,"Korean","felony","drug offenses",1
"957",2017-01-01,"Korean","misdemeanor","drug offenses",5
"958",2017-01-01,"Other","misdemeanor","dui",2
"959",2017-01-01,"White","felony","assault and battery",6
"960",2017-01-01,"White","felony","burglary",3
"961",2017-01-01,"White","felony","drug offenses",3
"962",2017-01-01,"White","felony","sex offenses",3
"963",2017-01-01,"White","felony","theft",3
"964",2017-01-01,"White","misdemeanor","assault and battery",8
"965",2017-01-01,"White","misdemeanor","burglary",4
"966",2017-01-01,"White","misdemeanor","contempt of court",1
"967",2017-01-01,"White","misdemeanor","drug offenses",28
"968",2017-01-01,"White","misdemeanor","dui",11
"969",2017-01-01,"White","misdemeanor","sex offenses",1
"970",2017-01-01,"White","misdemeanor","theft",5
"971",2017-01-01,"White",NA,"assault and battery",3
"972",2017-01-01,"White",NA,"drivers' licenses",1
"973",2017-01-01,"White",NA,"dui",1
"974",2017-01-01,"White",NA,"probation violations",1
"975",2017-01-01,"White",NA,NA,1
"976",2017-02-01,"Black","felony","assault and battery",1
"977",2017-02-01,"Black","felony","drug offenses",2
"978",2017-02-01,"Black","felony","sex offenses",3
"979",2017-02-01,"Black","felony","theft",1
"980",2017-02-01,"Black","misdemeanor","assault and battery",2
"981",2017-02-01,"Black","misdemeanor","drug offenses",6
"982",2017-02-01,"Black","misdemeanor","dui",2
"983",2017-02-01,"Black","misdemeanor","sex offenses",1
"984",2017-02-01,"Black","misdemeanor","theft",2
"985",2017-02-01,"Black",NA,"assault and battery",1
"986",2017-02-01,"Black",NA,"drivers' licenses",1
"987",2017-02-01,"Black",NA,"probation violations",1
"988",2017-02-01,"Hawaiian","felony","drug offenses",4
"989",2017-02-01,"Hawaiian","misdemeanor","dui",1
"990",2017-02-01,"Hispanic","felony","drug offenses",7
"991",2017-02-01,"Hispanic","felony","theft",3
"992",2017-02-01,"Hispanic","felony","weapons",4
"993",2017-02-01,"Hispanic","misdemeanor","contempt of court",1
"994",2017-02-01,"Hispanic","misdemeanor","drug offenses",13
"995",2017-02-01,"Hispanic","misdemeanor","dui",2
"996",2017-02-01,"Hispanic","misdemeanor","theft",3
"997",2017-02-01,"Hispanic","misdemeanor","weapons",2
"998",2017-02-01,"Hispanic",NA,"weapons",1
"999",2017-02-01,"Hispanic",NA,NA,1
"1000",2017-02-01,"Other","felony","accessory or conspiracy",1
"1001",2017-02-01,"Other","felony","drug offenses",1
"1002",2017-02-01,"Other","felony","theft",3
"1003",2017-02-01,"Other","misdemeanor","accessory or conspiracy",2
"1004",2017-02-01,"Other","misdemeanor","drug offenses",3
"1005",2017-02-01,"Other","misdemeanor","liquor laws",1
"1006",2017-02-01,"Other","misdemeanor","theft",3
"1007",2017-02-01,"Other Asian","misdemeanor","dui",2
"1008",2017-02-01,"Pacific","misdemeanor","assault and battery",2
"1009",2017-02-01,"Unknown","felony","assault and battery",1
"1010",2017-02-01,"Unknown","felony","false imprisonment",4
"1011",2017-02-01,"Unknown","misdemeanor","assault and battery",2
"1012",2017-02-01,"Unknown","misdemeanor","false imprisonment",2
"1013",2017-02-01,"White","felony","assault and battery",1
"1014",2017-02-01,"White","felony","burglary",3
"1015",2017-02-01,"White","felony","drug offenses",23
"1016",2017-02-01,"White","felony","theft",4
"1017",2017-02-01,"White","felony","weapons",8
"1018",2017-02-01,"White","misdemeanor","assault and battery",5
"1019",2017-02-01,"White","misdemeanor","burglary",4
"1020",2017-02-01,"White","misdemeanor","drug offenses",26
"1021",2017-02-01,"White","misdemeanor","dui",9
"1022",2017-02-01,"White","misdemeanor","theft",9
"1023",2017-02-01,"White","misdemeanor","weapons",5
"1024",2017-02-01,"White",NA,"drivers' licenses",2
"1025",2017-02-01,"White",NA,"dui",1
"1026",2017-02-01,"White",NA,"probation violations",1
"1027",2017-02-01,"White",NA,"theft",1
"1028",2017-02-01,"White",NA,"vandalism",1
"1029",2017-02-01,"White",NA,NA,3
